name,email,phone,address
Microbiz Microfinance Bank Limited,info@microbizmfb.com,08146364384,"Block B Shop 13, 16, New Mpape Modern Market Maitama Extension Abuja. info@microbizmfb.com 08146364384"
Microvis Microfinance Bank Limited,,,Alhaji Y.A. Ahmed House F6 Ahmadu Bello Way Kaduna
Midland Microfinance Bank Limited,,,141 Olu-Obasanjo Road Port Harcourt Rivers State.
Minjibir Microfinance Bank Limited,,,No.3 Minjibir Town Kano State
Minji-Se Churchill Microfinance Bank Limited,,,26 Churchill Road Port Harcourt Rivers State.
Minna Microfinance Bank Limited,,,N.E. 150Y Adjacent Bank PHB Bosso Road Minna Niger State
Misau Microfinance Bank Limited,,,No. 2 Kano-Kari Road Misau Bauchi State.
Mkobo Microfinance Bank Limited,,,NO. 10 OLARENWAJU STREET INDUSTRIAL ESTATE OREGUN IKEJA LAGOS STATE
Model Microfinance Bank Limited,,,Akonobi Avenue P.O.Box 235 Neni Anaocha LGA Anambra State
Modiya Yekokpe Microfinance Bank Limited,,,Lagos-Kaduna Road Opposite GTC Mokwa Niger State
Molusi Microfinance Bank Limited,,,67A Apoje Road Oke Agbo Ijebu-Igbo Ogun State.
Monarch Microfinance Bank Limited,,,45 Ogoja Road PMB 056 Abakaliki Ebonyi State
Moneywell Microfinance Bank Limited,,,No. 1 Ezimgbu Road; Off Circular Road GRA Phase IV PortHarcourt Rivers State
Moneywise Microfinance Bank Limited,,,2 Olowu Street Off Awolowo Way Ikeja Lagos
Moniepoint Microfinance Bank Limited,,,Plot 7A Block 4 Admiralty Road Lekki Phase I Lagos Nigeria
Mopa Microfinance Bank Limited,,,Ilorin-Kabba Road P.M.B.10 Odole Mopa Mopamuro Kogi state.
Mouau Vasmus Microfinance Bank Limited,,,Michael Okpara University of Agriculture Umudike Km 7 Umuahia/Ikot Ekpene Road Ikwuano Umudike Abia State
Mountaintop (Mayfield) Microfinance Bank Limited,,,82 Adeniran Ogunsanya Street Surulere Lagos
Moyofade Microfinance Bank Limited,,,121 Oba Moyepe Way Ejigbo Osun State
Mozfin Microfinance Bank Limited,info@mozfin.com,08174581010,"139 New Ipaja Road, Akinogun B/stop, Ipaja, Lagos. 08174581010 info@mozfin.com"
Muamala Microfinance Bank Limited,,,14 Murada ventures ltd shopping complex opposite IBB market Suleja Niger State
Multivest Microfinance Bank Limited,,,11 Arulogun/Army Barracks Road Ojo Ibadan Ibadan Oyo State
Musharaka Microfinance Bank Limited,,,No.1A Murada Shopping Complex Opposite IBB Market Suleja Niger State
Mustard Microfinance Bank Limited,,,Plot 16 Omole Layout Ogunnusi Road Omole B/Stop Omole Ikeja Lagos
Mutual Benefits Microfinance Bank Limited,,,10 Apapa Road Oyingbo Ebutte-Metta Lagos State
Mutual Trust Microfinance Bank Limited,,,Plot 797 Adetokunbo Ademola Crescent Wuse 2 Abuja
Mwaghavul Microfinance Bank limited,,,16 A Pankshin Road P.O. Box283 Mangu Plateau
Nagarta Microfinance Bank Limited,,,No. 47 Abdullahi Fodio Road P.O.Box 4229 Sokoto
Naisa Microfinance Bank Limited,,,Along Kontagora Road Yauri Nsako NIger State
Nakowa Microfinance Bank Limited,,,No.9 Old Jos Road Opp. Jafaar Gate Kongo P.M.B 1150 Zaria L.G.A Kaduna State
Namoda Microfinance Bank Limited,,,Kaura Namoda Zamfara State
Nanka Microfinance Bank Limited,,,AFOR UDO MARKET NANKA ORUMBA NORTH LOCAL GOVT. AREA ANAMBRA STATE
NARICT Microfinance Bank Limited,,,Naational Research Institute for Chemical Technology KM 4 Old Kano Road Basawa Zaria Kaduna
Nassarawa Microfinance Bank Limited,,,17 Umaru Makama Dogo Road Nasarawa Nassarawa State.
Nations Microfinance Bank Limited,,,80 Orlu Road Nkwere Imo State.
Navy Microfinance Bank Limited,,,Garki Modern Market Section 4 Shop 6 Block 4 Garki Abuja
Ndiagu Microfinance Bank Limited,,,101 Ogoja Road Ndiagu LayoutAbakiliki Ebonyi State
Ndiolu Microfinance Bank Limited,,,Parmanent Site Government House P.M.B. 6031 Awka Anambra State
Ndiorah Microfinance Bank Limited,,,1 Okosisi Lane New Parts Market Nkpor Onitsha Anambra State.
Nenzit Microfinance Bank Limited,,,Samaru-Kataf Round-About Zamaru-Kataf Zango-Kataf Kataf LGA Kaduna State
Network Microfinance Bank LImited,,,68 Ayangburen Road P.O.Box 2525 Ikorodu Lagos
Neu-Kom Microfinance Bank Limited,,,BLK C14 C15 C46 BANEX PLAZA PLOT 641 AMINU KANO CRESCENT WUSE II ABUJA
New Age Microfinance Bank Limited,,,Old UAC Building Osele Market Ikare Ondo State
New Era Microfinance Bank Limited,,,Bolorunpelu Market Lanlante Oyo State
New Golden Pastures Microfinance Bank Limited,,,197 Warri/Sapele Road Warri Delta State.
New Vision Microfinance Bank Limited,,,Takie Square Ilorin Road Ogbomosho Oyo State.
New World Microfinance Bank Limited,,,No 1 Salhi Road Birnin-Kudu L.G.A Jigawa State.
Ngala Microfinance Bank Limited,,,Along Main Road Gamboru-Ngala Borno State
Ngbo Microfinance Bank Limited,,,NKWO MGBO MARKET SQUARE OHAUKWU L.G.A. EBONYI STATE
Nice Microfinance Bank Limited,,,P.M.B.2002 Awka South LGA Anambra State
Nigerian Prisons Microfinance Bank Limited,,,71 Nigerian Prisons Complex Agodi Ibadan Oyo State.
Ni&#8217;ima Microfinance Bank Limited,,,Bagudo Town Bagudo Local Government Kebbi State
Ningi Microfinance Bank Limited,,,4 Bank Road Ningi LGA Bauchi State
NIRSAL Microfinance Bank Limited,,,"Plot 103/104, Monrovia Street, Opposite BON Hotel, Headquarters FCT"
Nkpa Microfinance Bank Limited.,,,Amaohoro Nkpa Bende L.G.A Abia State.
Nkpologwu Microfinance Bank Limited,,,Eke Market Nkpologwu P.M.B.25 Aguata Anambra State
Nkpolu-UST Microfinance Bank Limited,,,University of Science & Technology Port Harcourt Rivers State.
NNEW Women&#8217;s Microfinance Bank,,,70 Ogunnusi Road Akiode Bustop Ojodu Lagos State
Nnokwa Microfinance Bank Limited,,,Eke Nnokwa Market Square P.O.Box 155 Nnokwa Anambra State
Noble Microfinance Bank Limited,,,22 Agulu Avenue Amafor West Nkpor Agu Anambra State
Nopov Microfinance Bank Limited,,,1 Uwor Street Ogbeowele Ibusa Delta State
North Capital Microfinance Bank Limited,,,Unguwar Sarki Batasari Batsari Local Govt Area Katsina State
Northbridge Microfinance Bank Limited,,,Dantata Shopping Plaza Ibrahim Taiwo Road Murtala Muhammed Way P.O.Box2866 Kano Kano State
NOUN (National Open University) Microfinance Bank,,,Temmiya Jummat Mosque Dei-Dei/Dakwa Road Abuja no 5 Daresalam Wuse 2 Abuja Limited
Novel Microfinance Bank LImited,,,123 Apapa Road Ebute Metta Lagos State.
NPF Microfinance Bank Limited,,,1 Ikoyi Road Obalende Lagos State
Nri Microfinance Bank Limited,,,Eke Market Square Nri Anaocha Local Govt Area Anambra State.
Nsehe Microfinance Bank Limited,,,115 Ikot Ekpene Road P.M.B.1168 Uyo Akwa Ibom State.
Nsu Microfinance Bank Limited,,,Orieagu-Umuahia Road Umuakagu Nsu Ehime Mbano L.G.A Imo State
Nsukka Township Microfinance Bank Limited,,,69 Enugu Road Nsukka Enugu State
Numo Microfinance Bank Limited,,,Umueze Umunumo Ehime Ehime Mbano Local Govt Area Imo State.
Nun Microfinance Bank Limited,,,KM25 Mbiama/Yenegoa Road Yenizue-Crene Yenagoa Bayelsa State.
NUT Endwell Microfinance Bank Limited,,,Af. 19 Gwandu Road Kaduna Kaduna State
Nwabosi Microfinance Bank Limited,,,Isiekenesi Ideato South Local Govt Area Imo State.
Nwannegadi Microfinance Bank Limited,,,51 Bishop Shenahan College Road Orlu Imo State.
OAF Microfinance Bank Limited,,,NO. 76 Akinjide Plaza 4th Floor Adekunle Fajuyi Road Adamasingba Mokola Ibadan Oyo State
Oakland Microfinance Bank Limited,,,Sokedile House Oka Akoko South LGA Ondo State.
Oba Microfinance Bank Limited,,,Afor Oba Market Square Oba Idemili L.G.A Anambra State
Obafemi Awolowo University Microfinance Bank Limited,,,Oduduwa Hall Complex Obafemi Awolowo University Osun State.
Obeledu Microfinance Bank Limited,,,Jemko House Obeledu-Igbo Ukwu Road Anaocha LGA
Obodoukwu Microfinance Bank Limited,,,Ideato North Local Govt Area Imo State.
Obokun Microfinance Bank Limited,,,Adeyemi House Ogo Agbala Street Ibokun Osun State
Obollo Microfinance Bank Limited,,,21 University Road Obollo-Afor Udenu L.G.A Enugu State.
Obosi Microfinance Bank Limited,,,Mike Ajaegbo Road Obosi Idemili L.G.A Anambra
Obudu Microfinance Bank Limited,,,No. 1 Ranch Road Obudu Cross River State.
Oche Microfinance Bank Limited,,,Plot 5 Futo Road Nkwo-Ukwu Ihiagwa Market Owerri West Imo State.
OCON Success Microfinance Bank Limited,,,Fakeye Area Oja-Odan Yewa North Ilaro Ogun State.
Octopus Microfinance Bank Limited,,,24 Community Road Opp. Police Station Otto-Ijanikin Km 28 Badagry Expressway Lagos
Odoakpu Microfinance Bank Limited,,,81 Bida Road P.O.Box 548 Onitsha Anambra State
Odu Microfinance Bank Limited,,,Anyigba-Dekina Road P.O.Box 35 Odu Dekina Kogi State
Oduduwa Microfinance Bank Limited,,,5B Aderemi Road Ile-Ife Osun State.
Ogbe-Ahiara Microfinance Bank Limited,,,Onugot House Afor Ogbe MarketP.O.Box 54 Ogbe Ahiara Ahiazu Mbaise Imo State
Ogberuru Microfinance Bank Limited,,,Eke Market Square Ogberuru Imo State.
Ogbete Microfinance Bank Limited,,,Local Govt Building Ogbete Main Market Ogbete Enugu State
Ogboefere Microfinance Bank Limited,,,Ogboefere Market P.O. Box 11002 Onitsha Anambra State
Ogidi Microfinance Bank Limited,,,Akpakaogwe Old Enugu/Onitsha Road Ogidi Anambra State
Ogige Microfinance Bank Limited,,,20 Market Road Alu Dele Nsukka Enugu State.
Ogiyan Microfinance Bank Limited,,,Opposite Central Mosque Oja-Oba Ejigbo Osun State
Ogoja Microfinance Bank Limited,,,27 Mission Road Igoli- Ogoja Cross River State.
Ohafia Microfinance Bank Limited,,,122 Arochukwu Road Ohafia Abia State
Ohambele Microfinance Bank Limited,,,Ukwa East L.G.A Abia State.
Ohha Microfinance Bank Limited,,,No. 1 Ogui Road Enugu Enugu State
Ohon Microfinance Bank Limited,,,Aiyeunle-Gbedde Ijumu L.G.A Kogi State
Oja Tesan Egbeda Microfinance Bank Limited,,,2 Station Market Road Erunmu Egbeda L. G. A Ibadan Oyo State
Ojokoro Microfinance Bank Limited,,,Lagos-Abeokuta Express Ijaiye Bus Stop Ojokoro Lagos State
Okada Microfinance Bank Limited,,,Â 1 Mission Road Okada Ovia North East L.G.A Edo State NigeriaÂ
Okeagbe Microfinance Bank Limited,,,A2 Rufus Giwa Road Afa Okeagbe Ondo State
Okebola NUT Microfinance Bank Limited,,,Oke-Bola Teachers&#8217; Cooperative House Opposite St. Theresa&#8217;s College Oke-Ado IbadanOyo State
Okengwe Microfinance Bank Limited,,,1 Lagos Road c/o Okengwe P.A Ozuja Ward Okengwe Okene Kogi State
Oke-Oba Microfinance Bank Limited,,,Ogbomoso-Igbeti Road Tewure Orire Local Govt Area Ogbomosho Oyo State
Oko Microfinance Bank Limited,,,Bank House Opposite Federal Polytechnic Oko Orumba North L.G.A Anambra State
Okpe Microfinance Bank Limited,,,Old Market Square (Afieyi) Oha Orerokpe Okpe Local Govt Area Delta State
Okpofe Microfinance Bank Limited,,,Afor Ekiri Market Square Ezin-ihitte Mbaise Imo State.
Okpoga Microfinance Bank Limited,,,Bank Road Ugwu-Okpoga Okpokwu L.G.A Benue State
Okporo Microfinance Bank Limited,,,Okporo Postal Agency Building Okporo-Orlu L.G.A Imo State
Okuku Microfinance Bank Limited,,,Oba Oyinlola Way Okuku Osun State.
Okuta Microfinance Bank Limited,,,75 Akpakpava Road Benin City Edo State
Okwo-Oha Microfinance Bank Limited (formerly Izzi MFB Ltd),,,Iboko Town Izzi Local Government Area Ebonyi State.
Ola Microfinance Bank Limited,,,No. 1 Bank Road Ola Ejigbo Local Govt Area Osun State
Olabisi Onabanjo University Microfinance Bank Limited,,,Mini Campus Olabisi Onabanjo University Ago Iwoye Ogun State
Olive Microfinance Bank Limited,,,150 Obafemi Awolowo Way Ikeja
Olofin Microfinance Bank Limited,,,2 Moore Street Ile-Ife Osun State.
Olofin-Owena Microfinance Bank Limited,,,NO.1 MARKET STREET OWENA IJESHA ORIADE L.G.A. OSUN STATE
Ologbon Microfinance Bank Limited,,,P.O. BOX 844 Ologbon Area Osogbo Road Ogbomoso Oyo State.
Olowolagba Microfinance Bank Limited,,,P.O.BOX 170 Deborah House Sabo Ogbomoso Oyo State
Olu-Basiri Microfinance Bank Limited,,,205 Old Ikirun Road Sabo Junction Oshogbo Osun State
Oluchukwu Microfinance Bank Limited,,,Bethany House1 Akor Street Onitsha Anambra State
Omak Microfinance Bank Limited,,,33 Station Road Oshogbo Osun State
Omiye Microfinance Bank Limited,,,Co-operative Building Market Square Ilupeju-Ekiti Ekiti State
Omu Microfinance Bank Limited,,,1 Otunba Gbenga Daniel Road Omu Ijebu Ogun State.
Omu-Aran Microfinance Bank Limited,,,92 Aperan Road P.M.B 1037 Omu-Aran Kwara State.
Omuma Microfinance Bank Limited,,,Bank House Omuma Market Square Omuma Oru East L.G.A Imo State
Onibu-Ore Microfinance Bank Limited,,,SW9/90 Dogo Bus Stop Apata Ibadan Oyo State.
Onima Microfinance Bank Limited,,,Onicha Ezin Ihitte Mbaise Local Govt Area Imo State
Onyx Microfinance Bank Limited,,,Igbehinadun Street By Bolade B/Stop Oshodi Lagos
Oraezue Microfinance Bank Limited,,,3 Igwieke Odu Street Onitsha Anambra State
Oraukwu Microfinance Bank Limited,,,P.O.Box 127 Oraukwu Town Idemili LGA Anambra State
Oredegbe Microfinance Bank Limited,,,42 Igbalaye Street Idanre Road Oke-Aro Ondo State
Orie-Orba Microfinance Bank Limited,,,1 Obollo Road Orba Udenu Local Govt AreaEnugu State
Orilonise Microfinance Bank Limited,,,Agbeni Market Ibadan South West Local Government Area of Oyo State
Orisun Microfinance Bank Limited,,,16 Meleki Street Olusegun Osoba Way Ago Iwoye Ogun State
Orita Basorun Microfinance Bank Limited,,,Plot 1 Salami Layout Orita Basorun Ibadan Oyo State
Orokam Microfinance Bank Limited,,,PMB 01 Orokam Ogbadigbo LGA Benue State
Oroke Microfinance Bank Limited,,,Ibaka Quarters Ikare Road Akungba Akoko Ondo State
Oros Capital Microfinance Bank Limited,,,17 Commercial Avenue Yaba Lagos State
Orsuihiteukwa Microfinance Bank Limited,,,Ekeututu Market Square Orsuihiteukwa Orsu L.G.A Imo State
Osanta Microfinance Bank Limited,,,Dibu Ojerinde House Ajegunle Oke-Afin Igboho Orelope L.G.A Oyo State
OSCT Microfinance Bank Limited,,,Osun State College of Technology Esa Oke Osun State
Osi Microfinance Bank Limited,,,Egbe Road Osi Ekiti Local Govt Area Kwara State
Osina Microfinance Bank Limited,,,Afor Osina Ideato North Local Govt Area Imo State
Osogbo Microfinance Bank Limited,,,Opposite Osun State Hospital Management Board New Orisumbare Market Oshogbo Osun State
Osomhe Microfinance Bank Limited,,,Mission Road Iyhiochia Quarters Fugar Edo State
Ospoly Microfinance Bank Limited,,,Osun State Polytechnic Campus Iree Osun State
Osumenyi Microfinance Bank Limited,,,Eke Market Square P.O.Box 191 Osumenyi Nnewi South LGA Anambra State.
Otukpo Microfinance Bank Limited,,,7 Makurdi Road Otukpo Benue State
Otuo Microfinance Bank Limited,,,Oluma Quarters Otuo Afuze Owan East Local Govt Area Edo State
Ours Microfinance Bank Limited,,,23/25 Olofa Way Offa Kwara State
Ovidi Microfinance Bank Limited,,,1 Attah Road Okene Kogi State
Owotutu Microfinance Bank Limited,,,23 Ladipo Street Mushin Lagos
Oyan Microfinance Bank Limited,,,Oyan Asaba Road Owode Market Square Oyan Osun State.
Ozizza Microfinance Bank Limited,,,No. 1 Water Works Road Abakiliki Ebonyi State.
Pace-Setter Microfinance Bank Limited,,,Confidence Motors Office Complex Sabo Ojoo Ibadan Oyo State
Page Credit Microfinance Bank Limited,,,18 Norman Williams Street Ikoyi Lagos State
Palmcoast Microfinance Bank Limited,,,3 Awka Efak Street Uyo LGA Akwa-Ibom State.
Pana Microfinance Bank Limited,,,Former Bank of the North Building Opp. U.K. Bello Primary School Paiko Niger State.
Parallex Microfinance Bank Limited,,,55 Kudirat Abiola Way Oregun-Ikeja
Parkway Microfinance Bank Limited,,,102/109 Broad Street Mandilas Building Lagos Lagos Island
Partnership Microfinance Bank Limited,,,5b Oguta Road Onitsha Anambra State
Pathfinder Microfinance Bank Limited,,,Osogbo Road Temidire Okejigbo Ila Orangun Osun State
Patrickgold Microfinance Bank Limited,,,No.95 Old Abeokuta Motor Road Opp. Post Office Agege Lagos
Peace Microfinance Bank Limited,,,Utako District Abuja
Pearl Microfinance Bank Limited,,,6 Taiwo Ishola Street Off Lola Holloway Street Omole Phase 1 Ojodu Lagos
Pecan Trust Microfinance Bank Limited,,,Plot 5a No 32 Grace Anjous Lekki Phase 1 Lekki Lagos
Peniel Microfinance Bank Limited,,,Km 20 Badagry Expressway Opp. LASU Main Gate Ojo LGA Lagos State
Peninsula Microfinance Bank Limited,,,1ST FLOOR CONOIL BUILDING BUDO LAYOUT AJIWE AJAH-LEKKI EXPRESS WAY LAGOS STATE
Pennywise Microfinance Bank Limited,,,C/o Mrs Monotimbo Ayinde95 Awolowo Road Lagos State
Pentecost Microfinance Bank Limited,,,DCC (Anglican Communion) 10-16 Nnobi Road Nnewi Anambra State
Peoples Microfinance Bank Limited,,,Orofia Industrial Layout Abagana Njijoka LGA Anambra State
Personal Trust Microfinance Bank Limited,,,67 Ogunlana Drive SuruLere Lagos
Petra Microfinance Bank Limited,,,St. Dominic Priory; 356 Herbert Macaulay Way Yaba Lagos State
Phoenix Microfinance Bank Limited,,,IBB Market GRA Road P.M.B. 65 Suleja Niger State
Pillar Microfinance Bank Limited,,,Plot 12 Julius Nyerere Crescent Asokoro Abuja FCT
Polybadan Microfinance Bank Limited,,,The Polytechnic Ibadan Ventures P.M.B. 22 U.I. Post Office Ibadan Oyo State
Polyunwana Microfinance Bank Limited,,,Akanu Ibiam Federal Polytechnic Unwana Afikpo Ebonyi State
Premium Microfinance Bank Limited,,,202 Olu-Obasanjo Road Port-Harcourt Rivers State
Primera Credit Microfinance Bank Limited,,,385 Ikorodu Road Ojota Lagos State
Prisco Microfinance Bank Limited,,,Enugu
Progressive Link Microfinance Bank Limited,,,Isanlu Yagba East Local Government Area Kogi State
Prolific Microfinance Bank Limited,,,9 Ijaiye Road Sango-Agege Lagos State
Prospects Microfinance Bank LImited,,,C/O J.J. Akpan; 93 Udo Umana StreetUyo Akwa Ibom State
Prosperity Microfinance Bank Limited,,,1 Siluko Road Benin City Edo State
Providence Microfinance Bank Limited,,,Suite 3; 21 Ogundana Street Off Allen Avenue Ikeja
Prudential Cooperative Microfinance Bank Limited,,,Km 5 Uyo-Ikot Ekpene Road Essien Udom L.G.A. Akwa Ibom State
Purple Money Microfinance Bank Limited,,,Plot 69 Admiralty Way Lekki Phase 1 Lagos
Pyramid Microfinance Bank Limited,,,Spicery Building 11/13 Onayade Street Igbobi Sabe Jibowu Lagos
Quicash Microfinance Bank Limited,,,Plot 5A Block A10 Admiralty Way Lekki Phase 2 Lekki Lagos
Rakib Microfinance Bank Limited,,,Kibiya Town Kibiya L.G.A Kano State
Randalpha Microfinance Bank Limited,,,P.O.BOX.1921 Randa Area Behind Baptist Seminary Ogbomoso Oyo State
Ranmilowo Microfinance Bank Limited,,,Apinnite Area Saki Oyo State
Rank Microfinance Bank Limited,,,"1, Mufutau Idogo Street Opposite Beachwood Estate, Ibeju Lekki-Epe Lagos"
Rano Microfinance Bank Limited,,,RANO MFB RANO TOWN KANO LOCAL GOVERNMENT AREAS KANO STATE
Rayyan Microfinance Limited,,,Â Plot1 Beside Bama Motor Park Bama Road Maiduguri Borno State
Reality Microfinance Bank Limited,,,Reality House Oladele George Street By AP Filling Station Sawmill Old Ife Road Ibadan Oyo State
Regent Microfinance Bank Limited,,,Plot 1186 Cadastral Zone B06 Mabushi District Along Kado Expressway Abuja
Rehoboth Microfinance Bank Limited,,,13 Aweh Crescent Onipanu Shomolu Lagos
Reliance Microfinance Bank Limited,,,Plot 4 Oyetubo Street Off Obafemi Awolowo Road Ikeja Lagos
RenMoney (Rencredit) Microfinance Bank Limited,,,89 Awolowo Road Ikoyi Lagos
Rephidim Microfinance Bank Limited,,,No 10 Lateef Salami Street Ajao Estate Lagos
RIC Microfinance Bank Limited,,,1 Adeola Hopewell Street Victoria Island
Richway Microfinance Bank Ltd,,,Plot 27 Admiralty Way Lekki Phase 1 Lekki Lagos State
Riggs Microfinance Bank LImited,,,5 Imam Abib Adetoro Street Off Ajose Adeogun Victoria Island
RIMA Growth Pathway Microfinance Bank Limited,,,STATE SECRETARIATE (Podium Building) PORTHARCOURT RIVERS STATE
Rima Microfinance Bank limited,,,Sambo Road S/Gari Goronyo P.M.B. 02355 Sokoto Sokoto State
Rimin Gado Microfinance Bank Limited,,,10 Rimin Gado Town Kano State
Ringim Microfinance Bank Limited,,,Opp. Ringim Central Market Ringim LGA Jigawa State
Riverside Microfinance Bank Limited,,,Market Road Ado Odo Ogun State
Rockshield Microfinance Bank Limited,,,Olorunfemi Plaza 398 Ikorodu Road Ojota Lagos
Rogo Microfinance Bank Limited,,,Rogo Town Rogo Local Govt. Area. Kano State
Routelink Microfinance Bank Limited,support@routelinkmfb.com,07065465263,"4th floor, Africa Re House, Plot 1679, Karimu Kotun St. Victoria Island, Lagos. 07065465263 support@routelinkmfb.com"
Royal Blue Microfinance Bank Limited,,,127 Herbert Macaulay Street Ebute-Metta
Royal Child Heritage Microfinance Bank Ltd,,,No. 5 Kokoma Close Wuse 2 Abuja
Royal Exchange Microfinance Bank Limited,,,34/36 Apapa-Oshodi Expressway Charity Bus Stop Oshodi Lagos
Royal Life Key Microfinance Bank Limited,,,No. 1 Ekukinam Street Opposite Utako Modern Market Utako Abuja FCT
Royal Microfinance Bank Limited,,,No. 7 King Jaja Street Borokiri Port Harcourt Rivers State.
Sabi Microfinance Bank Limited,info@sabimfb.com,08036569986; 08122921862,"69 Ogunlana Drive, Surulere Lagos. info@sabimfb.com, 08036569986, 08122921862"
Sabon Yelwa Microfinance Bank Limited,,,85 Kachia Road Sabon Tasha Kaduna
Sabuwa Microfinance Bank Limited,,,NO. 10 SABUWA TOWN SABUWA L. G. A. KATSINA STATE
Sadau Microfinance Bank Limited,,,2 Kofar Fada Road Itas Bauchi State
Safe Haven Microfinance Bank Limited,,,"3rd Floor, M & G Plaza, 42 Adetokunbo Ademola Crescent, Wuse II, Abuja."
Safegate Microfinance Bank Limited,,,1st Floor No. 26 Obafemi Awolowo Way Ikeja Lagos State
Safeline Microfinance Bank Limited,,,50 Libreville Street off Aminu Kano Crescent Wuse II Abuja
Sagamu Microfinance Bank Limited,,,67 Ewusi Street Sagamu
Sal-Fol Microfinance Bank Limited,,,25 Ibadan Municipal Shopping Complex Bank Road Bodija Oyo State
Sandamu Microfinance Bank Limited,,,9 Sandamu Town Sandamu Local Government Katsina
Sanga Microfinance Bank Limited,,,Abubakar Maiko House Akwanga Road Sanga LGA Kaduna State
Santrust Microfinance Bank Limited,,,314B Akin Ogunlewe Street Off Ligali Ayorinde Victoria Island Lagos
Sapida Microfinance Bank Limited,,,Oja Ijebu Imusin Ijebu East Ogun State
Sapphire Microfinance Bank Limited,,,111 Abak Road Uyo Akwa Ibom State.
Sarkin Kudu Microfinance Bank Limited,,,No. 16 Danja Town Danja L.G.A. Katsina State.
Savesimple Microfinance Bank,savesimplemfb@ajocard.com,+2347078754573,"3/5, CAC Street, Ikorodu, Lagos. +234 7078754573 savesimplemfb@ajocard.com"
Savings Corp Microfinance Bank Limited,,,Plot D43 Lagos Crescent Off Ladoke Akintola Boulevard Opposite Entrance to Garki Model Market Garki Abuja
Saviour Microfinance Bank Limited,,,141 Owerri Road Okigwe Imo State
SBDC Microfinance Bank LImited,,,Investment House Ring Road Benin-City Edo State
SEAP Microfinance Bank Limited,,,2/404 Adeoye Agbadudu Road Ibadan Oyo State
Seed Capital Microfinance Bank Limited,,,2 Montgomery Road Yaba
Seedvest Microfinance Bank Limited,,,15 Awolowo Way J. Allen Area Dugbe Ibadan
Senchi Microfinance Bank Limited,,,Senchi Town Zuru Local Government Area Kebbi State
Sepeteri Microfinance Bank Limited,,,Saki Road Idi-Emi Saki East Local Govt Area Oyo State
Shanono Microfinance Bank Limited,,,Shanono L.G.A Kano State
Shelter Microfinance Bank Limited,,,24 Ado Badore Road Ajah Lekki-Epe Expresway Lagos State
Shepherd Trust Microfinance Bank Limited,,,22 Thomas Salako Street Ogba Ikeja Lagos State
Shield Microfinance Bank Limited,,,Obada Market Ilara Mokin Ifedore Local Govt Area Ondo State
Shinkafi Microfinance Bank Limited,,,15 Sabon Birni Road Shinkafi Zamfara State
Shongom Microfinance Bank Limited,,,Off Yola Road Kaltungo Gombe State
Shoreline Microfinance Bank Limited,,,10 Aerodrome Road Apapa Apapa L.G.A Lagos
Sincere Microfinance Bank Limited,,,145 Olofa Way Offa Kwara State.
Sky-line Microfinance Bank Limited,,,No.2 Baba Street Abuja-Keffi Road New Karu Opp. Conoil Filling Station By Abacha RoadPO Box 7473 Abuja Mararaba Nasarawa State.
SLS Microfinance Bank Limited,,,FF 105 MKK Complex Gudu Market Complex Junction Gudu District Abuja FCT
Snow Microfinance Bank LImited,,,118 Coker Road Ilupeju Lagos
Solid Allianz Microfinance Bank Limited,,,No 1 Anuoluwapo Street Somolu Lagos.
Solid Base Microfinance Bank Limited,,,Okedagba Quarters Opposite Baptist High School Ekinri Adde Ijumu L.G.A Kogi State
Solid Rock Microfinance Bank Limited,,,17 Ijemo Agbadu Road Agoko Abeokuta Ogun State.
Sovereign Microfinance Bank Limited,,,45 Isolo Road Mushin Lagos State
Sparkle Microfinance Bank Limited,,08034001111,"76a, Samuel Adedoyin Street Victoria Island Lagos 08034001111."
Spec Microfinance Bank Limited,,,Block 23 Algeria Street Behind Neighbourhood Centre Wuse Zone 3 Abuja
Splendid Microfinance Bank Limited,,,75 Aguiyi Ironsi Street Maitama District Abuja
Stako Microfinance Bank Limited,,,74 Mobil Road Ajegunle Apapa LGA Lagos State
Stallion Microfinance Bank Limited,,,38 Ogunlana Drive Surulere Lagos State
Standard Microfinance Bank Limited,,,Bornoma House No 94 Mohammed Mustapha Way Jimeta-Yola Adamawa State
Stanford (Formerly Merchants) Microfinance Bank Limited,,,Plot 115 F Line Ewet Housing Estate Uyo Akwa Ibom State
Star Microfinance Bank Limited,,,45 Samson Odugbesan Street Oke-Ala Ososa-Ijebu Ogun State.
Stateside Microfinance Bank Limited,,,2 Creek Road ApapaLagos State.
Still Waters Microfinance Bank Limited,,,No. 1/3 Creek Road Apapa Lagos State
Stockcorp Microfinance Bank Limited,,,95 Olofa Way Offa Kwara State
Suisse Microfinance Bank Limited,,,Gacoun Plaza 2nd Avenue 23 Road K Close Festac Town Lagos State.
Sulspap Microfinance Bank Limited,,,275 Egbeda Idimu Road Pipeline Bus-Stop Opposite Area M Police Command Isheri Idimu
Sumaila Microfinance Bank Limited,,,Sumaila Town Sumaila L.G.A. Kano State
Sunbeam Microfinance Bank Limited,,,1 Ugbonhan Street Efon Alaye Ekiti State.
Sunrise Microfinance Bank Limited,,,6 Ajayi Aina Street Ifako-Gbagada Lagos State
Support Microfinance Bank Limited,,,22 Isheri North Road Isheri Estate Ifo-Otta LGA Ogun State.
Supreme Microfinance Bank Limited,,,2A Alhaja Abass Street Alhaja Bus Stop Ogudu GRA- Ogudu Ojota Lagos
